StockCode,Description,QuantitySold,Revenue,UniqueCustomers,Recommendation
22268,EASTER DECORATION SITTING BUNNY,501,407.13,44,Increase Inventory
22269,EGG CUP NATURAL CHICKEN,840,520.48,62,Increase Inventory
22270,HAPPY EASTER HANGING DECORATION,210,770.22,35,Maintain Current Strategy
22271,FELTCRAFT DOLL ROSIE,1648,4702.120000000001,181,Increase Inventory
22272,FELTCRAFT DOLL MARIA,194,553.1,43,Maintain Current Strategy
22273,FELTCRAFT DOLL MOLLY,4464,11748.24,211,Increase Inventory
22274,FELTCRAFT DOLL EMILY,1294,3711.5000000000005,168,Increase Inventory
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,69,527.85,1,Run Promotional Campaign
22276,WASH BAG VINTAGE ROSE PAISLEY,253,645.15,53,Maintain Current Strategy
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,355,728.62,54,Maintain Current Strategy
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,243,1202.8500000000001,59,Maintain Current Strategy
22279,POCKET BAG BLUE PAISLEY RED SPOT,477,574.66,43,Maintain Current Strategy
22280,POCKET BAG PINK PAISELY BROWN SPOT,176,223.63,26,Maintain Current Strategy
22281,EASTER TREE YELLOW BIRDS,108,642.6,35,Maintain Current Strategy
22282,12 EGG HOUSE PAINTED WOOD,111,1425.27,39,Maintain Current Strategy
22283,6 EGG HOUSE PAINTED WOOD,256,2043.04,82,Maintain Current Strategy
22284,HEN HOUSE DECORATION,874,1442.1,78,Increase Inventory
22285,"DECORATION HEN ON NEST, HANGING",39,64.35,3,Run Promotional Campaign
22285,HANGING HEN ON NEST DECORATION,794,1310.1,72,Increase Inventory
22286,"DECORATION , WOBBLY RABBIT , METAL ",272,448.79999999999995,30,Maintain Current Strategy
22286,DECORATION WOBBLY RABBIT METAL ,753,375.57,35,Increase Inventory
22287,"DECORATION , WOBBLY CHICKEN, METAL ",227,374.54999999999995,27,Maintain Current Strategy
22287,DECORATION WOBBLY CHICKEN,521,256.11,25,Increase Inventory
22288,HANGING METAL RABBIT DECORATION,452,565.0,37,Maintain Current Strategy
22289,HANGING METAL CHICKEN DECORATION,122,152.5,19,Maintain Current Strategy
22291,HANGING CHICK CREAM DECORATION,1215,1761.7499999999998,72,Increase Inventory
22292,HANGING CHICK  YELLOW DECORATION,1085,1515.6499999999999,76,Increase Inventory
22293,HANGING CHICK GREEN DECORATION,817,1184.6499999999999,63,Increase Inventory
22294,HEART FILIGREE DOVE  SMALL,5362,6574.82,162,Increase Inventory
22295,HEART FILIGREE DOVE LARGE,2719,4390.469999999999,155,Increase Inventory
22296,HEART IVORY TRELLIS LARGE,3039,4962.429999999999,189,Increase Inventory
22297,HEART IVORY TRELLIS SMALL,3856,4706.28,157,Increase Inventory
22299,PIG KEYRING WITH LIGHT & SOUND ,1316,1231.34,38,Increase Inventory
22300,COFFEE MUG DOG + BALL DESIGN,1436,3011.64,100,Increase Inventory
22301,COFFEE MUG CAT + BIRD DESIGN,2098,4478.34,123,Increase Inventory
22302,COFFEE MUG PEARS  DESIGN,2287,4957.3,134,Increase Inventory
22303,COFFEE MUG APPLES DESIGN,2764,6108.85,155,Increase Inventory
22304,COFFEE MUG BLUE PAISLEY DESIGN,738,1252.76,38,Increase Inventory
22305,COFFEE MUG PINK PAISLEY DESIGN,684,1559.44,35,Increase Inventory
22306,SILVER MUG BONE CHINA TREE OF LIFE,1126,1290.5700000000002,85,Increase Inventory
22307,GOLD MUG BONE CHINA TREE OF LIFE,729,835.61,53,Increase Inventory
22308,TEA COSY BLUE STRIPE,145,356.89,27,Maintain Current Strategy
22309,TEA COSY RED  STRIPE,292,706.8299999999999,48,Maintain Current Strategy
22310,IVORY KNITTED MUG COSY ,531,841.79,29,Increase Inventory
22311,OFFICE MUG WARMER BLACK+SILVER ,1049,2910.75,61,Increase Inventory
22312,OFFICE MUG WARMER POLKADOT,499,1443.1900000000003,61,Maintain Current Strategy
22313,OFFICE MUG WARMER PINK,553,1482.89,41,Increase Inventory
22314,OFFICE MUG WARMER CHOC+BLUE,516,1431.14,58,Increase Inventory
22315,200 RED + WHITE BENDY STRAWS,759,912.27,90,Increase Inventory
22316,200 BENDY SKULL STRAWS,637,705.0500000000001,28,Increase Inventory
22317,FIVE CATS HANGING DECORATION,171,503.37000000000006,35,Maintain Current Strategy
22318,FIVE HEART HANGING DECORATION,396,1161.0000000000002,67,Maintain Current Strategy
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1322,572.26,53,Increase Inventory
22320,BIRDS MOBILE VINTAGE DESIGN,183,1100.21,56,Maintain Current Strategy
22321,BIRD DECORATION RED RETROSPOT,736,625.5999999999999,45,Increase Inventory
22322,BIRD DECORATION GREEN POLKADOT,390,331.5,30,Maintain Current Strategy
22323,PINK POLKADOT KIDS BAG,1,1.95,1,Run Promotional Campaign
22324,BLUE POLKADOT KIDS BAG,228,456.35999999999996,20,Maintain Current Strategy
22325,MOBILE VINTAGE HEARTS ,152,750.3000000000001,49,Maintain Current Strategy
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,8075,22101.77,281,Increase Inventory
22327,ROUND SNACK BOXES SET OF 4 SKULLS,821,2325.9500000000003,106,Increase Inventory
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6469,17569.59,227,Increase Inventory
22329,ROUND CONTAINER SET OF 5 RETROSPOT,1386,2181.2999999999997,103,Increase Inventory
22331,WOODLAND PARTY BAG + STICKER SET,1768,2750.96,101,Increase Inventory
22332,SKULLS PARTY BAG + STICKER SET,981,1561.05,92,Increase Inventory
22333,RETROSPOT PARTY BAG + STICKER SET,4389,6745.929999999999,167,Increase Inventory
22334,DINOSAUR PARTY BAG + STICKER SET,684,1101.44,77,Increase Inventory
22335,HEART DECORATION PAINTED ZINC ,2018,1246.3000000000002,88,Increase Inventory
22336,DOVE DECORATION PAINTED ZINC ,2281,667.71,47,Increase Inventory
22337,ANGEL DECORATION PAINTED ZINC ,635,383.95000000000005,24,Increase Inventory
22338,STAR DECORATION PAINTED ZINC ,4175,924.95,94,Increase Inventory
22339,CHRISTMAS TREE PAINTED ZINC ,2283,569.2900000000001,44,Increase Inventory
22340,NOEL GARLAND PAINTED ZINC ,980,425.15999999999997,53,Increase Inventory
22341,LOVE GARLAND PAINTED ZINC ,405,672.6499999999999,37,Maintain Current Strategy
22342,HOME GARLAND PAINTED ZINC ,833,769.65,49,Increase Inventory
22343,PARTY PIZZA DISH RED RETROSPOT,1702,744.3399999999999,48,Increase Inventory
22344,PARTY PIZZA DISH PINK POLKADOT,1046,372.74,34,Increase Inventory
22345,PARTY PIZZA DISH BLUE POLKADOT,969,317.90999999999997,29,Increase Inventory
22346,PARTY PIZZA DISH GREEN POLKADOT,882,309.12,23,Increase Inventory
22348,TEA BAG PLATE RED RETROSPOT,3861,3221.79,144,Increase Inventory
22349,DOG BOWL CHASING BALL DESIGN,1339,5220.429999999999,85,Increase Inventory
22350,ILLUSTRATED CAT BOWL ,1356,3586.3199999999997,63,Increase Inventory
22351,DOTCOMGIFTSHOP TEA TOWEL,12,19.799999999999997,1,Run Promotional Campaign
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2848,6705.04,185,Increase Inventory
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,60,153.0,23,Run Promotional Campaign
22354,RETROSPOT PADDED SEAT CUSHION,700,2502.82,43,Increase Inventory
22355,CHARLOTTE BAG SUKI DESIGN,8947,7114.85,249,Increase Inventory
22356,CHARLOTTE BAG PINK POLKADOT,7303,5838.09,220,Increase Inventory
22357,KINGS CHOICE BISCUIT TIN,324,1332.6,69,Maintain Current Strategy
22358,KINGS CHOICE TEA CADDY ,454,1335.38,87,Maintain Current Strategy
22359,GLASS JAR KINGS CHOICE,161,477.7900000000001,47,Maintain Current Strategy
22360,GLASS JAR ENGLISH CONFECTIONERY,880,2438.2000000000003,102,Increase Inventory
22361,GLASS JAR DAISY FRESH COTTON WOOL,537,1507.3500000000001,92,Increase Inventory
22362,GLASS JAR PEACOCK BATH SALTS,349,987.23,62,Maintain Current Strategy
22363,GLASS JAR MARMALADE ,453,1223.99,46,Maintain Current Strategy
22364,GLASS JAR DIGESTIVE BISCUITS,516,1421.1200000000001,69,Increase Inventory
22365,DOORMAT RESPECTABLE HOUSE,729,4865.19,83,Increase Inventory
22366,DOORMAT AIRMAIL ,722,4887.82,104,Increase Inventory
22367,CHILDRENS APRON SPACEBOY DESIGN,3537,6560.79,298,Increase Inventory
22371,AIRLINE BAG VINTAGE TOKYO 78,825,3468.63,144,Increase Inventory
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,221,935.33,81,Maintain Current Strategy
22374,AIRLINE BAG VINTAGE JET SET RED,445,1870.0900000000001,108,Launch Loyalty Program
22375,AIRLINE BAG VINTAGE JET SET BROWN,250,1043.3,67,Maintain Current Strategy
22376,AIRLINE BAG VINTAGE JET SET WHITE,191,812.19,66,Maintain Current Strategy
22377,BOTTLE BAG RETROSPOT ,1038,1510.89,83,Increase Inventory
22378,WALL TIDY RETROSPOT ,1680,2082.06,69,Increase Inventory
22379,RECYCLING BAG RETROSPOT ,6074,11913.03,187,Increase Inventory
22380,TOY TIDY SPACEBOY  ,1152,2266.35,114,Increase Inventory
22381,TOY TIDY PINK POLKADOT,3167,6225.38,133,Increase Inventory
22382,LUNCH BAG SPACEBOY DESIGN ,9875,15820.15,490,Increase Inventory
22383,LUNCH BAG SUKI  DESIGN ,2118,3334.7,122,Increase Inventory
22383,LUNCH BAG SUKI DESIGN ,9570,15332.9,399,Increase Inventory
22384,LUNCH BAG PINK POLKADOT,10226,16303.3,444,Increase Inventory
22385,JUMBO BAG SPACEBOY DESIGN,8231,15320.75,247,Increase Inventory
22386,JUMBO BAG PINK POLKADOT,20148,37254.36,372,Increase Inventory
22389,PAPERWEIGHT SAVE THE PLANET,329,596.91,36,Maintain Current Strategy
22390,PAPERWEIGHT CHILDHOOD MEMORIES,259,405.62,24,Maintain Current Strategy
22391,PAPERWEIGHT HOME SWEET HOME,146,186.05999999999997,18,Maintain Current Strategy
22393,PAPERWEIGHT VINTAGE COLLAGE,485,612.28,43,Maintain Current Strategy
22394,PAPERWEIGHT KINGS CHOICE ,160,190.79999999999998,16,Maintain Current Strategy
22395,PAPERWEIGHT VINTAGE PAISLEY,134,130.26,15,Maintain Current Strategy
22396,MAGNETS PACK OF 4 RETRO PHOTO,1176,568.76,87,Increase Inventory
22398,MAGNETS PACK OF 4 SWALLOWS,2544,1528.29,167,Increase Inventory
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1130,1309.9,71,Increase Inventory
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1386,711.87,112,Increase Inventory
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1701,1005.72,107,Increase Inventory
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1222,569.36,72,Increase Inventory
22405,MONEY BOX POCKET MONEY DESIGN,345,348.69,46,Maintain Current Strategy
22406,MONEY BOX KINGS CHOICE DESIGN,319,336.89,49,Maintain Current Strategy
22407,MONEY BOX FIRST ADE DESIGN,50,62.5,11,Run Promotional Campaign
22407,MONEY BOX FIRST AID DESIGN,43,34.32,9,Run Promotional Campaign
22408,MONEY BOX CONFECTIONERY DESIGN,136,140.25,20,Maintain Current Strategy
22409,MONEY BOX BISCUITS DESIGN,216,270.0,36,Maintain Current Strategy
22410,MONEY BOX HOUSEKEEPING DESIGN,223,212.88,34,Maintain Current Strategy
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10490,20116.38,375,Increase Inventory
22412,METAL SIGN NEIGHBOURHOOD WITCH ,874,1778.4,73,Increase Inventory
22413,METAL SIGN TAKE IT OR LEAVE IT ,3687,10638.45,228,Increase Inventory
22414,DOORMAT NEIGHBOURHOOD WITCH ,253,1645.67,37,Maintain Current Strategy
22415,WHITE TISSUE REAM,19,151.05,13,Run Promotional Campaign
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,800,1102.3999999999999,47,Increase Inventory
22416,SET OF 36 SPACEBOY PAPER DOILIES,50,72.5,7,Run Promotional Campaign
22417,PACK OF 60 SPACEBOY CAKE CASES,8097,4128.39,270,Increase Inventory
22418,10 COLOUR SPACEBOY PEN,6267,5209.17,179,Increase Inventory
22419,LIPSTICK PEN RED,2803,1232.34,94,Increase Inventory
22420,LIPSTICK PEN BABY PINK,1198,499.90999999999997,55,Increase Inventory
22421,LIPSTICK PEN FUSCHIA,1924,794.78,80,Increase Inventory
22422,TOOTHPASTE TUBE PEN,970,396.6,53,Increase Inventory
22423,REGENCY CAKESTAND 3 TIER,12374,142264.75,881,Increase Inventory
22424,ENAMEL BREAD BIN CREAM,711,8493.5,189,Increase Inventory
22425,ENAMEL COLANDER CREAM,434,2086.11,110,Launch Loyalty Program
22426,ENAMEL WASH BOWL CREAM,659,2228.05,104,Increase Inventory
22427,ENAMEL FLOWER JUG CREAM,1991,11421.130000000001,311,Increase Inventory
22428,ENAMEL FIRE BUCKET CREAM,221,1528.73,75,Maintain Current Strategy
22429,ENAMEL MEASURING JUG CREAM,1184,4916.04,227,Increase Inventory
22430,ENAMEL WATERING CAN CREAM,539,2621.85,131,Increase Inventory
22431,WATERING CAN BLUE ELEPHANT,1979,3682.7499999999995,159,Increase Inventory
22432,WATERING CAN PINK BUNNY,1644,3092.7799999999997,158,Increase Inventory
22433,WATERING CAN GREEN DINOSAUR,1341,2487.5299999999997,121,Increase Inventory
22434,BALLOON PUMP WITH 10 BALLOONS,774,1511.48,94,Increase Inventory
22435,SET OF 9 HEART SHAPED BALLOONS,2671,3245.79,153,Increase Inventory
22436,12 COLOURED PARTY BALLOONS,2089,1359.65,105,Increase Inventory
22437,SET OF 9 BLACK SKULL BALLOONS,2725,2261.65,140,Increase Inventory
22438,BALLOON ART MAKE YOUR OWN FLOWERS,887,801.45,66,Increase Inventory
22439,6 ROCKET BALLOONS ,1762,1172.9,116,Increase Inventory
22440,BALLOON WATER BOMB PACK OF 35,5873,2244.06,100,Increase Inventory
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,990,2061.0,130,Increase Inventory
22442,GROW YOUR OWN FLOWERS SET OF 3,292,1177.8,68,Maintain Current Strategy
22443,GROW YOUR OWN HERBS SET OF 3,152,1208.4,60,Maintain Current Strategy
22444,GROW YOUR OWN PLANT IN A CAN ,762,934.26,29,Increase Inventory
22445,PENCIL CASE LIFE IS BEAUTIFUL,469,1359.3500000000001,72,Maintain Current Strategy
22446,PIN CUSHION BABUSHKA PINK,161,432.99,25,Maintain Current Strategy
22447,PIN CUSHION BABUSHKA BLUE,75,223.95000000000002,16,Run Promotional Campaign
22448,PIN CUSHION BABUSHKA RED,187,576.3100000000001,29,Maintain Current Strategy
22449,SILK PURSE BABUSHKA PINK,364,1214.3300000000002,65,Maintain Current Strategy
22450,SILK PURSE BABUSHKA BLUE,183,610.6500000000001,41,Maintain Current Strategy
22451,SILK PURSE BABUSHKA RED,201,654.1500000000001,35,Maintain Current Strategy
22452,MEASURING TAPE BABUSHKA PINK,388,1094.8000000000002,53,Maintain Current Strategy
22453,MEASURING TAPE BABUSHKA BLUE,333,948.7500000000001,38,Maintain Current Strategy
22454,MEASURING TAPE BABUSHKA RED,228,639.0,31,Maintain Current Strategy
22456,NATURAL SLATE CHALKBOARD LARGE ,1448,6813.400000000001,220,Increase Inventory
22457,NATURAL SLATE HEART CHALKBOARD ,8427,24089.170000000002,587,Increase Inventory
22458,CAST IRON HOOK GARDEN FORK,513,1371.4299999999998,12,Increase Inventory
22459,CAST IRON HOOK GARDEN TROWEL,375,962.73,12,Maintain Current Strategy
22460,EMBOSSED GLASS TEALIGHT HOLDER,2368,2855.59,118,Increase Inventory
22461,SAVOY ART DECO CLOCK,231,1251.25,35,Maintain Current Strategy
22464,HANGING METAL HEART LANTERN,3179,4789.709999999999,191,Increase Inventory
22465,HANGING METAL STAR LANTERN,1958,2828.0799999999995,119,Increase Inventory
22466,FAIRY TALE COTTAGE NIGHT LIGHT,912,1717.1999999999998,74,Increase Inventory
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2016,3352.7999999999997,51,Increase Inventory
22467,GUMBALL COAT RACK,7652,17488.55,262,Increase Inventory
22468,BABUSHKA LIGHTS STRING OF 10,467,3032.39,82,Maintain Current Strategy
22469,HEART OF WICKER SMALL,16768,28217.089999999997,573,Increase Inventory
22470,HEART OF WICKER LARGE,9577,28479.65,485,Increase Inventory
22471,TV DINNER TRAY AIR HOSTESS ,359,1092.73,53,Maintain Current Strategy
22472,TV DINNER TRAY DOLLY GIRL,291,1224.17,58,Maintain Current Strategy
22473,TV DINNER TRAY VINTAGE PAISLEY,437,1239.39,58,Maintain Current Strategy
22474,SPACEBOY TV DINNER TRAY,244,1009.0400000000001,70,Maintain Current Strategy
22475,SKULL DESIGN TV DINNER TRAY,278,1211.1000000000001,49,Maintain Current Strategy
22476,EMPIRE UNION JACK TV DINNER TRAY,810,2145.8199999999997,61,Increase Inventory
22477,WATERING CAN GARDEN MARKER,1280,1765.6,63,Increase Inventory
22478,BIRDHOUSE GARDEN MARKER ,1411,1929.35,59,Increase Inventory
22479,DAISY GARDEN MARKER,1078,1513.1,48,Increase Inventory
22480,RED TEA TOWEL CLASSIC DESIGN,612,728.52,57,Increase Inventory
22481,BLACK TEA TOWEL CLASSIC DESIGN,692,607.74,68,Increase Inventory
22482,BLUE TEA TOWEL CLASSIC DESIGN,448,523.52,40,Maintain Current Strategy
22483,RED GINGHAM TEDDY BEAR ,722,2029.9800000000002,91,Increase Inventory
22485,SET OF 2 WOODEN MARKET CRATES,462,5652.9,142,Increase Product Price
22486,PLASMATRONIC LAMP,52,288.94,9,Run Promotional Campaign
22487,WHITE WOOD GARDEN PLANT LADDER,723,6768.86,278,Increase Inventory
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2910,4635.259999999999,211,Increase Inventory
22489,PACK OF 12 TRADITIONAL CRAYONS,9313,3754.47,232,Increase Inventory
22491,PACK OF 12 COLOURED PENCILS,3898,3120.64,162,Increase Inventory
22492,MINI PAINT SET VINTAGE ,26076,16039.240000000002,213,Increase Inventory
22493,PAINT YOUR OWN CANVAS SET,2352,3737.2799999999997,125,Increase Inventory
22494,EMERGENCY FIRST AID TIN ,890,1102.64,79,Increase Inventory
22495,SET OF 2 ROUND TINS CAMEMBERT ,241,512.23,60,Maintain Current Strategy
22496,SET OF 2 ROUND TINS DUTCH CHEESE,242,474.14000000000004,63,Maintain Current Strategy
22497,SET OF 2 TINS VINTAGE BATHROOM ,177,752.25,50,Maintain Current Strategy
22498,WOODEN REGATTA BUNTING,228,1356.6000000000001,68,Maintain Current Strategy
22499,WOODEN UNION JACK BUNTING,1734,9928.83,217,Increase Inventory
22500,SET OF 2 TINS JARDIN DE PROVENCE,235,826.5500000000001,78,Maintain Current Strategy
22501,PICNIC BASKET WICKER LARGE,1192,10799.0,187,Increase Inventory
22502,PICNIC BASKET WICKER 60 PIECES,61,39619.5,1,Run Promotional Campaign
22502,PICNIC BASKET WICKER SMALL,1424,7728.85,175,Increase Inventory
22503,CABIN BAG VINTAGE PAISLEY,64,1279.2,15,Run Promotional Campaign
22504,CABIN BAG VINTAGE RETROSPOT,160,3012.4,31,Maintain Current Strategy
22505,MEMO BOARD COTTAGE DESIGN,1361,6286.39,186,Increase Inventory
22507,MEMO BOARD RETROSPOT  DESIGN,2786,12411.02,230,Increase Inventory
22508,DOORSTOP RETROSPOT HEART,1511,5919.46,177,Increase Inventory
22509,SEWING BOX RETROSPOT DESIGN ,203,1923.85,71,Maintain Current Strategy
22510,GINGHAM BABUSHKA DOORSTOP,209,400.87,34,Maintain Current Strategy
22511,RETROSPOT BABUSHKA DOORSTOP,245,455.87,44,Maintain Current Strategy
22512,DOORSTOP RACING CAR DESIGN,117,232.25,28,Maintain Current Strategy
22513,DOORSTOP FOOTBALL DESIGN,134,404.98,37,Maintain Current Strategy
22514,CHILDS GARDEN SPADE BLUE,260,537.0,61,Maintain Current Strategy
22515,CHILDS GARDEN SPADE PINK,237,488.70000000000005,53,Maintain Current Strategy
22516,CHILDS GARDEN RAKE BLUE,170,348.00000000000006,35,Maintain Current Strategy
22517,CHILDS GARDEN RAKE PINK,179,366.90000000000003,48,Maintain Current Strategy
22518,CHILDS GARDEN BRUSH BLUE,333,663.3000000000001,44,Maintain Current Strategy
22519,CHILDS GARDEN BRUSH PINK,370,741.0000000000001,53,Maintain Current Strategy
22520,CHILDS GARDEN TROWEL BLUE ,705,599.25,88,Increase Inventory
22521,CHILDS GARDEN TROWEL PINK,598,508.29999999999995,81,Increase Inventory
22522,CHILDS GARDEN FORK BLUE ,921,757.89,100,Increase Inventory
22523,CHILDS GARDEN FORK PINK,843,716.55,98,Increase Inventory
22524,CHILDRENS GARDEN GLOVES BLUE,592,721.0,55,Increase Inventory
22525,CHILDRENS GARDEN GLOVES PINK,458,553.5,42,Maintain Current Strategy
22526,WHEELBARROW FOR CHILDREN ,112,1406.4,55,Maintain Current Strategy
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,814,328.92,52,Increase Inventory
22530,MAGIC DRAWING SLATE DOLLY GIRL ,3511,1430.7,143,Increase Inventory
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3291,1347.66,127,Increase Inventory
22532,MAGIC DRAWING SLATE LEAP FROG ,1063,360.06,54,Increase Inventory
22533,MAGIC DRAWING SLATE BAKE A CAKE ,1740,605.52,68,Increase Inventory
22534,MAGIC DRAWING SLATE SPACEBOY ,4331,1735.5,172,Increase Inventory
22535,MAGIC DRAWING SLATE BUNNIES ,1713,630.1800000000001,88,Increase Inventory
22536,MAGIC DRAWING SLATE PURDEY,4718,1780.92,109,Increase Inventory
22537,MAGIC DRAWING SLATE DINOSAUR,1816,762.72,115,Increase Inventory
22538,MINI JIGSAW GO TO THE FAIR,386,151.07999999999998,25,Maintain Current Strategy
22539,MINI JIGSAW DOLLY GIRL,2821,1049.1499999999999,74,Increase Inventory
22540,MINI JIGSAW CIRCUS PARADE ,2451,915.78,50,Increase Inventory
22541,MINI JIGSAW LEAP FROG,465,180.62,19,Maintain Current Strategy
22543,MINI JIGSAW BAKE A CAKE ,1434,515.77,32,Increase Inventory
22544,MINI JIGSAW SPACEBOY,4411,1627.04,101,Increase Inventory
22545,MINI JIGSAW BUNNIES,1088,390.69,40,Increase Inventory
22546,MINI JIGSAW PURDEY,2064,767.41,50,Increase Inventory
22547,MINI JIGSAW DINOSAUR ,738,279.51,41,Increase Inventory
22548,HEADS AND TAILS SPORTING FUN,1871,2095.46,149,Increase Inventory
22549,PICTURE DOMINOES,2991,4235.59,195,Increase Inventory
22550,HOLIDAY FUN LUDO,1102,3810.71,136,Increase Inventory
22551,PLASTERS IN TIN SPACEBOY,7656,12138.599999999999,339,Increase Inventory
22553,PLASTERS IN TIN SKULLS,4009,6461.249999999999,281,Increase Inventory
22554,PLASTERS IN TIN WOODLAND ANIMALS,7297,11620.929999999998,351,Increase Inventory
22555,PLASTERS IN TIN STRONGMAN,5874,9444.14,294,Increase Inventory
22556,PLASTERS IN TIN CIRCUS PARADE ,5947,9588.71,305,Increase Inventory
22557,PLASTERS IN TIN VINTAGE PAISLEY ,4564,7331.839999999999,315,Increase Inventory
22558,CLOTHES PEGS RETROSPOT PACK 24 ,8405,12525.21,363,Increase Inventory
22559,SEASIDE FLYING DISC,387,472.77,33,Maintain Current Strategy
22560,TRADITIONAL MODELLING CLAY,7990,9281.47,229,Increase Inventory
22561,WOODEN SCHOOL COLOURING SET,5690,9064.619999999999,288,Increase Inventory
22562,MONSTERS STENCIL CRAFT,1390,1710.42,149,Increase Inventory
22563,HAPPY STENCIL CRAFT,2777,3244.6000000000004,171,Increase Inventory
22564,ALPHABET STENCIL CRAFT,2668,2999.19,120,Increase Inventory
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,817,711.6099999999999,85,Increase Inventory
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,828,716.28,94,Increase Inventory
