StockCode,Description,QuantitySold,Revenue,InventoryStatus,ReorderAlert
22179,SET 10 NIGHT OWL LIGHTS,388,2510.34,Medium Moving,NO
22180,RETROSPOT LAMP,299,2922.85,Medium Moving,NO
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,577,477.96999999999997,Medium Moving,YES
22182,CAKE STAND VICTORIAN FILIGREE SMALL,204,713.8000000000001,Medium Moving,NO
22183,CAKE STAND VICTORIAN FILIGREE MED,74,466.95000000000005,Slow Moving,NO
22184,CAKE STAND VICTORIAN FILIGREE LARGE,8,68.0,Slow Moving,NO
22185,SLATE TILE NATURAL HANGING,1390,1974.1999999999998,Fast Moving,YES
22186,RED STAR CARD HOLDER,801,1723.79,Medium Moving,YES
22187,GREEN CHRISTMAS TREE CARD HOLDER,1183,2562.27,Fast Moving,YES
22188,BLACK HEART CARD HOLDER,4843,12257.95,Fast Moving,YES
22189,CREAM HEART CARD HOLDER,8188,22687.920000000002,Fast Moving,YES
22190,LOCAL CAFE MUG,566,785.13,Medium Moving,YES
22191,IVORY DINER WALL CLOCK,1419,11527.7,Fast Moving,YES
22192,BLUE DINER WALL CLOCK,907,7528.93,Medium Moving,YES
22193,RED DINER WALL CLOCK,1349,11048.890000000001,Fast Moving,YES
22194,BLACK DINER WALL CLOCK,53,450.5,Slow Moving,NO
22195,LARGE HEART MEASURING SPOONS,1696,2836.9199999999996,Fast Moving,YES
22196,SMALL HEART MEASURING SPOONS,2379,2008.6299999999999,Fast Moving,YES
22197,POPCORN HOLDER,30919,23417.51,Fast Moving,YES
22197,SMALL POPCORN HOLDER,18241,13789.369999999999,Fast Moving,YES
22198,LARGE POPCORN HOLDER ,873,1370.4499999999998,Medium Moving,YES
22199,FRYING PAN RED POLKADOT ,1,4.25,Slow Moving,NO
22199,FRYING PAN RED RETROSPOT,382,1323.0,Medium Moving,NO
22200,FRYING PAN PINK POLKADOT,326,1209.54,Medium Moving,NO
22201,FRYING PAN BLUE POLKADOT,108,366.0,Slow Moving,NO
22202,MILK PAN PINK POLKADOT,39,146.25,Slow Moving,NO
22203,MILK PAN RED RETROSPOT,310,996.13,Medium Moving,NO
22204,MILK PAN BLUE POLKADOT,96,302.5,Slow Moving,NO
22207,FRYING PAN UNION FLAG,1199,4727.11,Fast Moving,YES
22208,WOOD STAMP SET THANK YOU,1283,1229.12,Fast Moving,YES
22209,WOOD STAMP SET HAPPY BIRTHDAY,820,798.67,Medium Moving,YES
22210,WOOD STAMP SET BEST WISHES,912,820.91,Medium Moving,YES
22211,WOOD STAMP SET FLOWERS,782,806.7299999999999,Medium Moving,YES
22212,FOUR HOOK  WHITE LOVEBIRDS,1416,2904.8700000000003,Fast Moving,YES
22214,CANDLE PLATE LACE WHITE,114,246.7,Slow Moving,NO
22215,CAKE STAND WHITE TWO TIER LACE,330,2254.5,Medium Moving,NO
22216,T-LIGHT HOLDER WHITE LACE,327,182.31,Medium Moving,NO
22217,T-LIGHT HOLDER HANGING LACE,764,646.26,Medium Moving,YES
22218,CAKE STAND LACE WHITE,1,4.25,Slow Moving,NO
22219,LOVEBIRD HANGING DECORATION WHITE ,3367,2814.37,Fast Moving,YES
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,213,1489.55,Medium Moving,NO
22221,CAKE STAND LOVEBIRD 2 TIER PINK,124,964.4,Slow Moving,NO
22222,CAKE PLATE LOVEBIRD WHITE,824,2599.2,Medium Moving,YES
22223,CAKE PLATE LOVEBIRD PINK,315,902.85,Medium Moving,NO
22224,WHITE LOVEBIRD LANTERN,687,1970.65,Medium Moving,YES
22227,HANGING HEART MIRROR DECORATION ,1969,1276.8500000000001,Fast Moving,YES
22228,BUNNY WOODEN PAINTED WITH BIRD ,851,597.31,Medium Moving,YES
22229,BUNNY WOODEN PAINTED WITH FLOWER ,495,334.27,Medium Moving,NO
22230,JIGSAW TREE WITH WATERING CAN,925,356.16999999999996,Medium Moving,YES
22231,JIGSAW TREE WITH BIRDHOUSE,867,821.13,Medium Moving,YES
22232,JIGSAW TOADSTOOLS 3 PIECE,623,506.42999999999995,Medium Moving,YES
22233,JIGSAW RABBIT AND BIRDHOUSE,540,514.6999999999999,Medium Moving,YES
22236,CAKE STAND 3 TIER MAGIC GARDEN,308,3624.5999999999995,Medium Moving,NO
22241,GARLAND WOODEN HAPPY EASTER,1762,2147.78,Fast Moving,YES
22242,5 HOOK HANGER MAGIC TOADSTOOL,631,964.3499999999999,Medium Moving,YES
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3054,4595.099999999999,Fast Moving,YES
22244,3 HOOK HANGER MAGIC GARDEN,1615,2911.6499999999996,Fast Moving,YES
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1198,965.26,Fast Moving,YES
22246,"GARLAND, MAGIC GARDEN 1.8M",12,23.4,Slow Moving,NO
22246,MAGIC GARDEN FELT GARLAND ,266,531.78,Medium Moving,NO
22247,BUNNY DECORATION MAGIC GARDEN,483,406.39,Medium Moving,NO
22248,DECORATION  PINK CHICK MAGIC GARDEN,382,320.53999999999996,Medium Moving,NO
22249,DECORATION WHITE CHICK MAGIC GARDEN,629,530.49,Medium Moving,YES
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,447,375.78999999999996,Medium Moving,NO
22251,BIRDHOUSE DECORATION MAGIC GARDEN,518,642.94,Medium Moving,YES
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,643,761.57,Medium Moving,YES
22254,FELT TOADSTOOL LARGE,594,706.02,Medium Moving,YES
22255,FELT TOADSTOOL  SMALL,542,460.7,Medium Moving,YES
22256,FELT FARM ANIMAL CHICKEN,257,321.25,Medium Moving,NO
22257,FELT FARM ANIMAL SHEEP,283,194.39,Medium Moving,NO
22258,FELT FARM ANIMAL RABBIT,722,543.9399999999999,Medium Moving,YES
22259,FELT FARM ANIMAL HEN,384,240.96,Medium Moving,NO
22260,FELT EGG COSY BLUE RABBIT ,410,351.62,Medium Moving,NO
22261,FELT EGG COSY WHITE RABBIT ,514,442.35999999999996,Medium Moving,YES
22262,FELT EGG COSY CHICKEN,920,785.12,Medium Moving,YES
22263,FELT EGG COSY LADYBIRD ,255,124.83,Medium Moving,NO
22264,FELT FARM ANIMAL WHITE BUNNY ,1391,517.07,Fast Moving,YES
22265,EASTER DECORATION NATURAL CHICK,510,331.50000000000006,Medium Moving,YES
22266,EASTER DECORATION HANGING BUNNY,1860,562.7,Fast Moving,YES
22267,EASTER DECORATION EGG BUNNY ,828,654.7,Medium Moving,YES
22268,DECORATION SITTING BUNNY,1335,257.61,Fast Moving,YES
22268,EASTER DECORATION SITTING BUNNY,501,407.13,Medium Moving,YES
22269,EGG CUP NATURAL CHICKEN,840,520.48,Medium Moving,YES
22270,HAPPY EASTER HANGING DECORATION,210,770.22,Medium Moving,NO
22271,FELTCRAFT DOLL ROSIE,1648,4702.120000000001,Fast Moving,YES
22272,FELTCRAFT DOLL MARIA,194,553.1,Slow Moving,NO
22273,FELTCRAFT DOLL MOLLY,4464,11748.24,Fast Moving,YES
22274,FELTCRAFT DOLL EMILY,1294,3711.5000000000005,Fast Moving,YES
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,69,527.85,Slow Moving,NO
22276,WASH BAG VINTAGE ROSE PAISLEY,253,645.15,Medium Moving,NO
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,355,728.62,Medium Moving,NO
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,243,1202.8500000000001,Medium Moving,NO
22279,POCKET BAG BLUE PAISLEY RED SPOT,477,574.66,Medium Moving,NO
22280,POCKET BAG PINK PAISELY BROWN SPOT,176,223.63,Slow Moving,NO
22281,EASTER TREE YELLOW BIRDS,108,642.6,Slow Moving,NO
22282,12 EGG HOUSE PAINTED WOOD,111,1425.27,Slow Moving,NO
22283,6 EGG HOUSE PAINTED WOOD,256,2043.04,Medium Moving,NO
22284,HEN HOUSE DECORATION,874,1442.1,Medium Moving,YES
22285,"DECORATION HEN ON NEST, HANGING",39,64.35,Slow Moving,NO
22285,HANGING HEN ON NEST DECORATION,794,1310.1,Medium Moving,YES
22286,"DECORATION , WOBBLY RABBIT , METAL ",272,448.79999999999995,Medium Moving,NO
22286,DECORATION WOBBLY RABBIT METAL ,753,375.57,Medium Moving,YES
22287,"DECORATION , WOBBLY CHICKEN, METAL ",227,374.54999999999995,Medium Moving,NO
22287,DECORATION WOBBLY CHICKEN,521,256.11,Medium Moving,YES
22288,HANGING METAL RABBIT DECORATION,452,565.0,Medium Moving,NO
22289,HANGING METAL CHICKEN DECORATION,122,152.5,Slow Moving,NO
22291,HANGING CHICK CREAM DECORATION,1215,1761.7499999999998,Fast Moving,YES
22292,HANGING CHICK  YELLOW DECORATION,1085,1515.6499999999999,Fast Moving,YES
22293,HANGING CHICK GREEN DECORATION,817,1184.6499999999999,Medium Moving,YES
22294,HEART FILIGREE DOVE  SMALL,5362,6574.82,Fast Moving,YES
22295,HEART FILIGREE DOVE LARGE,2719,4390.469999999999,Fast Moving,YES
22296,HEART IVORY TRELLIS LARGE,3039,4962.429999999999,Fast Moving,YES
22297,HEART IVORY TRELLIS SMALL,3856,4706.28,Fast Moving,YES
22299,PIG KEYRING WITH LIGHT & SOUND ,1316,1231.34,Fast Moving,YES
22300,COFFEE MUG DOG + BALL DESIGN,1436,3011.64,Fast Moving,YES
22301,COFFEE MUG CAT + BIRD DESIGN,2098,4478.34,Fast Moving,YES
22302,COFFEE MUG PEARS  DESIGN,2287,4957.3,Fast Moving,YES
22303,COFFEE MUG APPLES DESIGN,2764,6108.85,Fast Moving,YES
22304,COFFEE MUG BLUE PAISLEY DESIGN,738,1252.76,Medium Moving,YES
22305,COFFEE MUG PINK PAISLEY DESIGN,684,1559.44,Medium Moving,YES
22306,SILVER MUG BONE CHINA TREE OF LIFE,1126,1290.5700000000002,Fast Moving,YES
22307,GOLD MUG BONE CHINA TREE OF LIFE,729,835.61,Medium Moving,YES
22308,TEA COSY BLUE STRIPE,145,356.89,Slow Moving,NO
22309,TEA COSY RED  STRIPE,292,706.8299999999999,Medium Moving,NO
22310,IVORY KNITTED MUG COSY ,531,841.79,Medium Moving,YES
22311,OFFICE MUG WARMER BLACK+SILVER ,1049,2910.75,Fast Moving,YES
22312,OFFICE MUG WARMER POLKADOT,499,1443.1900000000003,Medium Moving,NO
22313,OFFICE MUG WARMER PINK,553,1482.89,Medium Moving,YES
22314,OFFICE MUG WARMER CHOC+BLUE,516,1431.14,Medium Moving,YES
22315,200 RED + WHITE BENDY STRAWS,759,912.27,Medium Moving,YES
22316,200 BENDY SKULL STRAWS,637,705.0500000000001,Medium Moving,YES
22317,FIVE CATS HANGING DECORATION,171,503.37000000000006,Slow Moving,NO
22318,FIVE HEART HANGING DECORATION,396,1161.0000000000002,Medium Moving,NO
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1322,572.26,Fast Moving,YES
22320,BIRDS MOBILE VINTAGE DESIGN,183,1100.21,Slow Moving,NO
22321,BIRD DECORATION RED RETROSPOT,736,625.5999999999999,Medium Moving,YES
22322,BIRD DECORATION GREEN POLKADOT,390,331.5,Medium Moving,NO
22323,PINK POLKADOT KIDS BAG,1,1.95,Slow Moving,NO
22324,BLUE POLKADOT KIDS BAG,228,456.35999999999996,Medium Moving,NO
22325,MOBILE VINTAGE HEARTS ,152,750.3000000000001,Slow Moving,NO
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,8075,22101.77,Fast Moving,YES
22327,ROUND SNACK BOXES SET OF 4 SKULLS,821,2325.9500000000003,Medium Moving,YES
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6469,17569.59,Fast Moving,YES
22329,ROUND CONTAINER SET OF 5 RETROSPOT,1386,2181.2999999999997,Fast Moving,YES
22331,WOODLAND PARTY BAG + STICKER SET,1768,2750.96,Fast Moving,YES
22332,SKULLS PARTY BAG + STICKER SET,981,1561.05,Medium Moving,YES
22333,RETROSPOT PARTY BAG + STICKER SET,4389,6745.929999999999,Fast Moving,YES
22334,DINOSAUR PARTY BAG + STICKER SET,684,1101.44,Medium Moving,YES
22335,HEART DECORATION PAINTED ZINC ,2018,1246.3000000000002,Fast Moving,YES
22336,DOVE DECORATION PAINTED ZINC ,2281,667.71,Fast Moving,YES
22337,ANGEL DECORATION PAINTED ZINC ,635,383.95000000000005,Medium Moving,YES
22338,STAR DECORATION PAINTED ZINC ,4175,924.95,Fast Moving,YES
22339,CHRISTMAS TREE PAINTED ZINC ,2283,569.2900000000001,Fast Moving,YES
22340,NOEL GARLAND PAINTED ZINC ,980,425.15999999999997,Medium Moving,YES
22341,LOVE GARLAND PAINTED ZINC ,405,672.6499999999999,Medium Moving,NO
22342,HOME GARLAND PAINTED ZINC ,833,769.65,Medium Moving,YES
22343,PARTY PIZZA DISH RED RETROSPOT,1702,744.3399999999999,Fast Moving,YES
22344,PARTY PIZZA DISH PINK POLKADOT,1046,372.74,Fast Moving,YES
22345,PARTY PIZZA DISH BLUE POLKADOT,969,317.90999999999997,Medium Moving,YES
22346,PARTY PIZZA DISH GREEN POLKADOT,882,309.12,Medium Moving,YES
22348,TEA BAG PLATE RED RETROSPOT,3861,3221.79,Fast Moving,YES
22349,DOG BOWL CHASING BALL DESIGN,1339,5220.429999999999,Fast Moving,YES
22350,ILLUSTRATED CAT BOWL ,1356,3586.3199999999997,Fast Moving,YES
22351,DOTCOMGIFTSHOP TEA TOWEL,12,19.799999999999997,Slow Moving,NO
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2848,6705.04,Fast Moving,YES
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,60,153.0,Slow Moving,NO
22354,RETROSPOT PADDED SEAT CUSHION,700,2502.82,Medium Moving,YES
22355,CHARLOTTE BAG SUKI DESIGN,8947,7114.85,Fast Moving,YES
22356,CHARLOTTE BAG PINK POLKADOT,7303,5838.09,Fast Moving,YES
22357,KINGS CHOICE BISCUIT TIN,324,1332.6,Medium Moving,NO
22358,KINGS CHOICE TEA CADDY ,454,1335.38,Medium Moving,NO
22359,GLASS JAR KINGS CHOICE,161,477.7900000000001,Slow Moving,NO
22360,GLASS JAR ENGLISH CONFECTIONERY,880,2438.2000000000003,Medium Moving,YES
22361,GLASS JAR DAISY FRESH COTTON WOOL,537,1507.3500000000001,Medium Moving,YES
22362,GLASS JAR PEACOCK BATH SALTS,349,987.23,Medium Moving,NO
22363,GLASS JAR MARMALADE ,453,1223.99,Medium Moving,NO
22364,GLASS JAR DIGESTIVE BISCUITS,516,1421.1200000000001,Medium Moving,YES
22365,DOORMAT RESPECTABLE HOUSE,729,4865.19,Medium Moving,YES
22366,DOORMAT AIRMAIL ,722,4887.82,Medium Moving,YES
22367,CHILDRENS APRON SPACEBOY DESIGN,3537,6560.79,Fast Moving,YES
22371,AIRLINE BAG VINTAGE TOKYO 78,825,3468.63,Medium Moving,YES
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,221,935.33,Medium Moving,NO
22374,AIRLINE BAG VINTAGE JET SET RED,445,1870.0900000000001,Medium Moving,NO
22375,AIRLINE BAG VINTAGE JET SET BROWN,250,1043.3,Medium Moving,NO
22376,AIRLINE BAG VINTAGE JET SET WHITE,191,812.19,Slow Moving,NO
22377,BOTTLE BAG RETROSPOT ,1038,1510.89,Fast Moving,YES
22378,WALL TIDY RETROSPOT ,1680,2082.06,Fast Moving,YES
22379,RECYCLING BAG RETROSPOT ,6074,11913.03,Fast Moving,YES
22380,TOY TIDY SPACEBOY  ,1152,2266.35,Fast Moving,YES
22381,TOY TIDY PINK POLKADOT,3167,6225.38,Fast Moving,YES
22382,LUNCH BAG SPACEBOY DESIGN ,9875,15820.15,Fast Moving,YES
22383,LUNCH BAG SUKI  DESIGN ,2118,3334.7,Fast Moving,YES
22383,LUNCH BAG SUKI DESIGN ,9570,15332.9,Fast Moving,YES
22384,LUNCH BAG PINK POLKADOT,10226,16303.3,Fast Moving,YES
22385,JUMBO BAG SPACEBOY DESIGN,8231,15320.75,Fast Moving,YES
22386,JUMBO BAG PINK POLKADOT,20148,37254.36,Fast Moving,YES
22389,PAPERWEIGHT SAVE THE PLANET,329,596.91,Medium Moving,NO
22390,PAPERWEIGHT CHILDHOOD MEMORIES,259,405.62,Medium Moving,NO
22391,PAPERWEIGHT HOME SWEET HOME,146,186.05999999999997,Slow Moving,NO
22393,PAPERWEIGHT VINTAGE COLLAGE,485,612.28,Medium Moving,NO
22394,PAPERWEIGHT KINGS CHOICE ,160,190.79999999999998,Slow Moving,NO
22395,PAPERWEIGHT VINTAGE PAISLEY,134,130.26,Slow Moving,NO
22396,MAGNETS PACK OF 4 RETRO PHOTO,1176,568.76,Fast Moving,YES
22398,MAGNETS PACK OF 4 SWALLOWS,2544,1528.29,Fast Moving,YES
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1130,1309.9,Fast Moving,YES
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1386,711.87,Fast Moving,YES
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1701,1005.72,Fast Moving,YES
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1222,569.36,Fast Moving,YES
22405,MONEY BOX POCKET MONEY DESIGN,345,348.69,Medium Moving,NO
22406,MONEY BOX KINGS CHOICE DESIGN,319,336.89,Medium Moving,NO
22407,MONEY BOX FIRST ADE DESIGN,50,62.5,Slow Moving,NO
22407,MONEY BOX FIRST AID DESIGN,43,34.32,Slow Moving,NO
22408,MONEY BOX CONFECTIONERY DESIGN,136,140.25,Slow Moving,NO
22409,MONEY BOX BISCUITS DESIGN,216,270.0,Medium Moving,NO
22410,MONEY BOX HOUSEKEEPING DESIGN,223,212.88,Medium Moving,NO
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10490,20116.38,Fast Moving,YES
22412,METAL SIGN NEIGHBOURHOOD WITCH ,874,1778.4,Medium Moving,YES
22413,METAL SIGN TAKE IT OR LEAVE IT ,3687,10638.45,Fast Moving,YES
22414,DOORMAT NEIGHBOURHOOD WITCH ,253,1645.67,Medium Moving,NO
22415,WHITE TISSUE REAM,19,151.05,Slow Moving,NO
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,800,1102.3999999999999,Medium Moving,YES
22416,SET OF 36 SPACEBOY PAPER DOILIES,50,72.5,Slow Moving,NO
22417,PACK OF 60 SPACEBOY CAKE CASES,8097,4128.39,Fast Moving,YES
22418,10 COLOUR SPACEBOY PEN,6267,5209.17,Fast Moving,YES
22419,LIPSTICK PEN RED,2803,1232.34,Fast Moving,YES
22420,LIPSTICK PEN BABY PINK,1198,499.90999999999997,Fast Moving,YES
22421,LIPSTICK PEN FUSCHIA,1924,794.78,Fast Moving,YES
22422,TOOTHPASTE TUBE PEN,970,396.6,Medium Moving,YES
22423,REGENCY CAKESTAND 3 TIER,12374,142264.75,Fast Moving,YES
22424,ENAMEL BREAD BIN CREAM,711,8493.5,Medium Moving,YES
22425,ENAMEL COLANDER CREAM,434,2086.11,Medium Moving,NO
22426,ENAMEL WASH BOWL CREAM,659,2228.05,Medium Moving,YES
22427,ENAMEL FLOWER JUG CREAM,1991,11421.130000000001,Fast Moving,YES
22428,ENAMEL FIRE BUCKET CREAM,221,1528.73,Medium Moving,NO
22429,ENAMEL MEASURING JUG CREAM,1184,4916.04,Fast Moving,YES
22430,ENAMEL WATERING CAN CREAM,539,2621.85,Medium Moving,YES
22431,WATERING CAN BLUE ELEPHANT,1979,3682.7499999999995,Fast Moving,YES
22432,WATERING CAN PINK BUNNY,1644,3092.7799999999997,Fast Moving,YES
22433,WATERING CAN GREEN DINOSAUR,1341,2487.5299999999997,Fast Moving,YES
22434,BALLOON PUMP WITH 10 BALLOONS,774,1511.48,Medium Moving,YES
22435,SET OF 9 HEART SHAPED BALLOONS,2671,3245.79,Fast Moving,YES
22436,12 COLOURED PARTY BALLOONS,2089,1359.65,Fast Moving,YES
22437,SET OF 9 BLACK SKULL BALLOONS,2725,2261.65,Fast Moving,YES
22438,BALLOON ART MAKE YOUR OWN FLOWERS,887,801.45,Medium Moving,YES
22439,6 ROCKET BALLOONS ,1762,1172.9,Fast Moving,YES
22440,BALLOON WATER BOMB PACK OF 35,5873,2244.06,Fast Moving,YES
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,990,2061.0,Medium Moving,YES
22442,GROW YOUR OWN FLOWERS SET OF 3,292,1177.8,Medium Moving,NO
22443,GROW YOUR OWN HERBS SET OF 3,152,1208.4,Slow Moving,NO
22444,GROW YOUR OWN PLANT IN A CAN ,762,934.26,Medium Moving,YES
22445,PENCIL CASE LIFE IS BEAUTIFUL,469,1359.3500000000001,Medium Moving,NO
22446,PIN CUSHION BABUSHKA PINK,161,432.99,Slow Moving,NO
22447,PIN CUSHION BABUSHKA BLUE,75,223.95000000000002,Slow Moving,NO
22448,PIN CUSHION BABUSHKA RED,187,576.3100000000001,Slow Moving,NO
22449,SILK PURSE BABUSHKA PINK,364,1214.3300000000002,Medium Moving,NO
22450,SILK PURSE BABUSHKA BLUE,183,610.6500000000001,Slow Moving,NO
22451,SILK PURSE BABUSHKA RED,201,654.1500000000001,Medium Moving,NO
22452,MEASURING TAPE BABUSHKA PINK,388,1094.8000000000002,Medium Moving,NO
22453,MEASURING TAPE BABUSHKA BLUE,333,948.7500000000001,Medium Moving,NO
22454,MEASURING TAPE BABUSHKA RED,228,639.0,Medium Moving,NO
22456,NATURAL SLATE CHALKBOARD LARGE ,1448,6813.400000000001,Fast Moving,YES
22457,NATURAL SLATE HEART CHALKBOARD ,8427,24089.170000000002,Fast Moving,YES
22458,CAST IRON HOOK GARDEN FORK,513,1371.4299999999998,Medium Moving,YES
22459,CAST IRON HOOK GARDEN TROWEL,375,962.73,Medium Moving,NO
22460,EMBOSSED GLASS TEALIGHT HOLDER,2368,2855.59,Fast Moving,YES
22461,SAVOY ART DECO CLOCK,231,1251.25,Medium Moving,NO
22464,HANGING METAL HEART LANTERN,3179,4789.709999999999,Fast Moving,YES
22465,HANGING METAL STAR LANTERN,1958,2828.0799999999995,Fast Moving,YES
22466,FAIRY TALE COTTAGE NIGHT LIGHT,912,1717.1999999999998,Medium Moving,YES
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2016,3352.7999999999997,Fast Moving,YES
22467,GUMBALL COAT RACK,7652,17488.55,Fast Moving,YES
22468,BABUSHKA LIGHTS STRING OF 10,467,3032.39,Medium Moving,NO
22469,HEART OF WICKER SMALL,16768,28217.089999999997,Fast Moving,YES
22470,HEART OF WICKER LARGE,9577,28479.65,Fast Moving,YES
22471,TV DINNER TRAY AIR HOSTESS ,359,1092.73,Medium Moving,NO
22472,TV DINNER TRAY DOLLY GIRL,291,1224.17,Medium Moving,NO
22473,TV DINNER TRAY VINTAGE PAISLEY,437,1239.39,Medium Moving,NO
22474,SPACEBOY TV DINNER TRAY,244,1009.0400000000001,Medium Moving,NO
22475,SKULL DESIGN TV DINNER TRAY,278,1211.1000000000001,Medium Moving,NO
22476,EMPIRE UNION JACK TV DINNER TRAY,810,2145.8199999999997,Medium Moving,YES
22477,WATERING CAN GARDEN MARKER,1280,1765.6,Fast Moving,YES
22478,BIRDHOUSE GARDEN MARKER ,1411,1929.35,Fast Moving,YES
22479,DAISY GARDEN MARKER,1078,1513.1,Fast Moving,YES
22480,RED TEA TOWEL CLASSIC DESIGN,612,728.52,Medium Moving,YES
22481,BLACK TEA TOWEL CLASSIC DESIGN,692,607.74,Medium Moving,YES
22482,BLUE TEA TOWEL CLASSIC DESIGN,448,523.52,Medium Moving,NO
22483,RED GINGHAM TEDDY BEAR ,722,2029.9800000000002,Medium Moving,YES
22485,SET OF 2 WOODEN MARKET CRATES,462,5652.9,Medium Moving,NO
22486,PLASMATRONIC LAMP,52,288.94,Slow Moving,NO
22487,WHITE WOOD GARDEN PLANT LADDER,723,6768.86,Medium Moving,YES
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2910,4635.259999999999,Fast Moving,YES
22489,PACK OF 12 TRADITIONAL CRAYONS,9313,3754.47,Fast Moving,YES
22491,PACK OF 12 COLOURED PENCILS,3898,3120.64,Fast Moving,YES
22492,MINI PAINT SET VINTAGE ,26076,16039.240000000002,Fast Moving,YES
22493,PAINT YOUR OWN CANVAS SET,2352,3737.2799999999997,Fast Moving,YES
22494,EMERGENCY FIRST AID TIN ,890,1102.64,Medium Moving,YES
22495,SET OF 2 ROUND TINS CAMEMBERT ,241,512.23,Medium Moving,NO
22496,SET OF 2 ROUND TINS DUTCH CHEESE,242,474.14000000000004,Medium Moving,NO
22497,SET OF 2 TINS VINTAGE BATHROOM ,177,752.25,Slow Moving,NO
22498,WOODEN REGATTA BUNTING,228,1356.6000000000001,Medium Moving,NO
22499,WOODEN UNION JACK BUNTING,1734,9928.83,Fast Moving,YES
22500,SET OF 2 TINS JARDIN DE PROVENCE,235,826.5500000000001,Medium Moving,NO
22501,PICNIC BASKET WICKER LARGE,1192,10799.0,Fast Moving,YES
22502,PICNIC BASKET WICKER 60 PIECES,61,39619.5,Slow Moving,NO
22502,PICNIC BASKET WICKER SMALL,1424,7728.85,Fast Moving,YES
22503,CABIN BAG VINTAGE PAISLEY,64,1279.2,Slow Moving,NO
22504,CABIN BAG VINTAGE RETROSPOT,160,3012.4,Slow Moving,NO
22505,MEMO BOARD COTTAGE DESIGN,1361,6286.39,Fast Moving,YES
22507,MEMO BOARD RETROSPOT  DESIGN,2786,12411.02,Fast Moving,YES
22508,DOORSTOP RETROSPOT HEART,1511,5919.46,Fast Moving,YES
22509,SEWING BOX RETROSPOT DESIGN ,203,1923.85,Medium Moving,NO
22510,GINGHAM BABUSHKA DOORSTOP,209,400.87,Medium Moving,NO
22511,RETROSPOT BABUSHKA DOORSTOP,245,455.87,Medium Moving,NO
22512,DOORSTOP RACING CAR DESIGN,117,232.25,Slow Moving,NO
22513,DOORSTOP FOOTBALL DESIGN,134,404.98,Slow Moving,NO
22514,CHILDS GARDEN SPADE BLUE,260,537.0,Medium Moving,NO
22515,CHILDS GARDEN SPADE PINK,237,488.70000000000005,Medium Moving,NO
22516,CHILDS GARDEN RAKE BLUE,170,348.00000000000006,Slow Moving,NO
22517,CHILDS GARDEN RAKE PINK,179,366.90000000000003,Slow Moving,NO
22518,CHILDS GARDEN BRUSH BLUE,333,663.3000000000001,Medium Moving,NO
22519,CHILDS GARDEN BRUSH PINK,370,741.0000000000001,Medium Moving,NO
22520,CHILDS GARDEN TROWEL BLUE ,705,599.25,Medium Moving,YES
22521,CHILDS GARDEN TROWEL PINK,598,508.29999999999995,Medium Moving,YES
22522,CHILDS GARDEN FORK BLUE ,921,757.89,Medium Moving,YES
22523,CHILDS GARDEN FORK PINK,843,716.55,Medium Moving,YES
22524,CHILDRENS GARDEN GLOVES BLUE,592,721.0,Medium Moving,YES
22525,CHILDRENS GARDEN GLOVES PINK,458,553.5,Medium Moving,NO
22526,WHEELBARROW FOR CHILDREN ,112,1406.4,Slow Moving,NO
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,814,328.92,Medium Moving,YES
22530,MAGIC DRAWING SLATE DOLLY GIRL ,3511,1430.7,Fast Moving,YES
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3291,1347.66,Fast Moving,YES
22532,MAGIC DRAWING SLATE LEAP FROG ,1063,360.06,Fast Moving,YES
22533,MAGIC DRAWING SLATE BAKE A CAKE ,1740,605.52,Fast Moving,YES
22534,MAGIC DRAWING SLATE SPACEBOY ,4331,1735.5,Fast Moving,YES
22535,MAGIC DRAWING SLATE BUNNIES ,1713,630.1800000000001,Fast Moving,YES
22536,MAGIC DRAWING SLATE PURDEY,4718,1780.92,Fast Moving,YES
22537,MAGIC DRAWING SLATE DINOSAUR,1816,762.72,Fast Moving,YES
